Review_ID;label;score
670772142;POSITIVE;0.999860405921936}
670682799;POSITIVE;0.536642373
670623270;POSITIVE;0.986922562122345}
670607911;POSITIVE;0.958155155
670607296;POSITIVE;0.999239683
670591897;NEGATIVE;0.997294962
670585330;NEGATIVE;0.903128147
670574142;NEGATIVE;0.99927932
670571027;NEGATIVE;0.998652399
670570869;NEGATIVE;0.859312356
670443403;POSITIVE;0.871427357
670435886;POSITIVE;0.999729097
670376905;NEGATIVE;0.589100897
670324965;POSITIVE;0.999872684
670274554;POSITIVE;0.999853015
670205135;NEGATIVE;0.99879694
670199487;POSITIVE;0.999683141708374}
670129921;NEGATIVE;0.959923565
670099231;POSITIVE;0.998320639
670033848;POSITIVE;0.999396800994873}
670030877;POSITIVE;0.848696828
670022335;POSITIVE;0.985572636
670007081;POSITIVE;0.999735414981842}
669996858;NEGATIVE;0.999785602
669783708;POSITIVE;0.999665618
669548161;NEGATIVE;0.994719863
669528186;POSITIVE;0.978802979
669403596;POSITIVE;0.999479949
669353396;NEGATIVE;0.995622694
669186152;NEGATIVE;0.998085141
669093045;POSITIVE;0.995834231376648}
669050447;POSITIVE;0.997720182
668819140;POSITIVE;0.995868206
668798543;POSITIVE;0.999478877
668611003;POSITIVE;0.834451079
668374644;NEGATIVE;0.995145977
668242919;POSITIVE;0.991488814
668209978;POSITIVE;0.999438941
668111738;POSITIVE;0.596760333
667962395;POSITIVE;0.999006569
667949538;POSITIVE;0.998307228
667897767;POSITIVE;0.996063768863678}
667633252;NEGATIVE;0.999686837
667600609;NEGATIVE;0.971679032
667509247;POSITIVE;0.999695063
667288224;POSITIVE;0.998336672782898}
667095433;NEGATIVE;0.992943943
667093819;POSITIVE;0.994224488735199}
667079818;POSITIVE;0.99954021
667072981;NEGATIVE;0.992636681
667023629;POSITIVE;0.999251902
666934099;POSITIVE;0.994917274
666902517;NEGATIVE;0.709194004535675}
666756860;POSITIVE;0.999848127
666603173;POSITIVE;0.999110043
666542833;POSITIVE;0.99764484167099}]
666364898;POSITIVE;0.963364065
666362679;POSITIVE;0.999758542
666333440;POSITIVE;0.997490048
666301225;POSITIVE;0.982575535774231}
666297074;POSITIVE;0.984198153
666277080;POSITIVE;0.999862790107727}
666258185;NEGATIVE;0.953352511
666237713;POSITIVE;0.993025303
666236967;POSITIVE;0.999845027923584}
666208969;POSITIVE;0.999879479
666075052;POSITIVE;0.999812424
665910063;NEGATIVE;0.998134434223175}
665808902;POSITIVE;0.99988091
665724329;POSITIVE;0.999324918
665723381;POSITIVE;0.853240728
665486535;NEGATIVE;0.712318122
665419841;POSITIVE;0.999817073
665245861;POSITIVE;0.853456795
665163867;NEGATIVE;0.997949898
665142678;POSITIVE;0.999874711
665132719;NEGATIVE;0.881373107
664929027;POSITIVE;0.998446882
664668402;NEGATIVE;0.99927336
664665673;POSITIVE;0.999688387
664605295;POSITIVE;0.999448001
664602208;POSITIVE;0.999154925
664599165;POSITIVE;0.997335732
664424633;POSITIVE;0.999776065
664378631;POSITIVE;0.999605477
664132845;POSITIVE;0.999073386
664130489;NEGATIVE;0.994765639
664111486;POSITIVE;0.999726355
664091514;POSITIVE;0.997790337
663693003;NEGATIVE;0.985754132270813}
663522186;POSITIVE;0.999844432
663443693;POSITIVE;0.987797558
663374770;POSITIVE;0.999303579
663362365;NEGATIVE;0.998599112033844}
663350807;POSITIVE;0.996123731136322}
663079041;POSITIVE;0.999800384
662971560;POSITIVE;0.999540687
662786512;POSITIVE;0.996068954
662694762;POSITIVE;0.999105036
662664830;POSITIVE;0.998577237
662641193;NEGATIVE;0.999386907
662600452;POSITIVE;0.999570787
662592140;POSITIVE;0.999325871
662516931;POSITIVE;0.997830689
662233037;NEGATIVE;0.996500731
662156115;POSITIVE;0.998329222202301}
662013836;POSITIVE;0.999258697
661955342;POSITIVE;0.826345086
661814158;POSITIVE;0.994316518
661807684;NEGATIVE;0.789808631
661763501;POSITIVE;0.999415994
661743950;NEGATIVE;0.865842819
661666641;POSITIVE;0.989460528
661255238;POSITIVE;0.902344346
660968080;NEGATIVE;0.97453779
660895571;POSITIVE;0.993139207
660868822;POSITIVE;0.998218477
660684135;NEGATIVE;0.989453197
660549776;POSITIVE;0.994805157
660533490;POSITIVE;0.997192323
660438885;POSITIVE;0.997765779
660325857;POSITIVE;0.861721158
660285578;NEGATIVE;0.998477519
660263284;POSITIVE;0.971514404
660238861;POSITIVE;0.999799073
660061838;POSITIVE;0.991106927
660034324;POSITIVE;0.999518037
659790654;POSITIVE;0.999816239
659781438;POSITIVE;0.999318957
659769508;POSITIVE;0.99914968
659760916;POSITIVE;0.998175859451294}
659729489;POSITIVE;0.999672771
659463395;NEGATIVE;0.996009349822998}
659386558;POSITIVE;0.997683167
659366150;NEGATIVE;0.970498323
659159857;POSITIVE;0.999455988407135}
659143345;NEGATIVE;0.998038113117218}
659135851;POSITIVE;0.986583769
659068670;POSITIVE;0.998201013
659035553;POSITIVE;0.999314189
658835883;POSITIVE;0.999337137
658827273;POSITIVE;0.989181221
658697573;NEGATIVE;0.998305202
658624005;NEGATIVE;0.999729812
658605834;POSITIVE;0.998033822
658533161;NEGATIVE;0.998870552
658356527;NEGATIVE;0.983709216
658338907;POSITIVE;0.9997316
658336740;POSITIVE;0.984033942
658249715;POSITIVE;0.988898337
658211521;NEGATIVE;0.746325135
658205080;POSITIVE;0.999746501
658181715;POSITIVE;0.999762833
657942587;POSITIVE;0.932327151298523}
657601010;POSITIVE;0.999822557
657514703;POSITIVE;0.999579847
657505142;NEGATIVE;0.967419207
657475578;POSITIVE;0.900197387
657429846;POSITIVE;0.862283707
656907182;POSITIVE;0.999768674
656647372;POSITIVE;0.998830378
656488720;POSITIVE;0.999020696
656267615;POSITIVE;0.997603953
656184418;POSITIVE;0.999881625
656142751;POSITIVE;0.999526143
656000962;POSITIVE;0.999272287
655940742;NEGATIVE;0.99541676
655933981;POSITIVE;0.999837756
655891314;POSITIVE;0.996847927570343}
655849465;NEGATIVE;0.993970037
655727862;POSITIVE;0.999452293
655549218;POSITIVE;0.999326468
655346617;POSITIVE;0.993914783000946}
655333001;POSITIVE;0.999862432
655303646;POSITIVE;0.998925865
655211698;POSITIVE;0.999889851
655118586;NEGATIVE;0.999089837
655103830;POSITIVE;0.999157190322876}
654876699;POSITIVE;0.995361507
654875575;POSITIVE;0.999811947
654750950;POSITIVE;0.984063387
654630865;POSITIVE;0.998282671
654423405;POSITIVE;0.988588214
654370766;POSITIVE;0.999887466
654311662;POSITIVE;0.998217165
654277432;POSITIVE;0.999189555644989}
654262613;NEGATIVE;0.982219577
654253938;POSITIVE;0.999201834
654228557;POSITIVE;0.999816716
654157584;POSITIVE;0.993816376
654067920;POSITIVE;0.999185383
654000440;POSITIVE;0.999611676
653876809;NEGATIVE;0.99558109
653848409;POSITIVE;0.999836445
653844637;NEGATIVE;0.986530364
653828557;POSITIVE;0.999878764
653746393;POSITIVE;0.999887228012085}
653600635;POSITIVE;0.999789297580719}
653600185;POSITIVE;0.999153852
653385350;POSITIVE;0.999506831
653253498;POSITIVE;0.99761343
653113919;POSITIVE;0.999417305
652448447;POSITIVE;0.999874711
652359698;POSITIVE;0.999143481
652131848;POSITIVE;0.995269001
651951452;POSITIVE;0.992372632
651942733;POSITIVE;0.998399675
651939148;POSITIVE;0.999549329
651604695;POSITIVE;0.999463499
651588060;NEGATIVE;0.71100533
651485228;POSITIVE;0.999846935
651448936;POSITIVE;0.645778358
651344985;POSITIVE;0.999088287
651254404;POSITIVE;0.833235204
651240969;POSITIVE;0.99986732006073}]
651195099;NEGATIVE;0.996038556098938}
651174980;POSITIVE;0.99937504529953}]
651114926;POSITIVE;0.891732693
650970688;POSITIVE;0.999772727
650850341;POSITIVE;0.999425054
650797943;POSITIVE;0.999874949
650783012;POSITIVE;0.984323919
650782318;POSITIVE;0.99829191
650641639;NEGATIVE;0.990531027
650513695;NEGATIVE;0.971349597
650483884;NEGATIVE;0.951654196
650466595;POSITIVE;0.999736965
650430073;POSITIVE;0.882130444
650343570;POSITIVE;0.999326944
650263974;POSITIVE;0.999890089
650219396;POSITIVE;0.980577052
650042039;POSITIVE;0.999832272529602}
649919324;POSITIVE;0.99971205
649821596;POSITIVE;0.999826849
649697067;NEGATIVE;0.999381422996521}
649615606;NEGATIVE;0.998555481
649505825;NEGATIVE;0.99962306
648916547;POSITIVE;0.99986577
648883235;POSITIVE;0.887034893
648859281;POSITIVE;0.999889851
648849806;POSITIVE;0.995689094
648834070;NEGATIVE;0.995151758
648807816;NEGATIVE;0.993885338306427}
648754199;NEGATIVE;0.999212146
648706924;POSITIVE;0.87498492
648628091;NEGATIVE;0.901958287
648484730;NEGATIVE;0.985851884
648472485;POSITIVE;0.99927336
648444997;POSITIVE;0.975608289
648300626;NEGATIVE;0.925935388
648121774;POSITIVE;0.982206106
648095539;NEGATIVE;0.999287903
648071099;POSITIVE;0.998444617
647888575;NEGATIVE;0.613656402
647822351;NEGATIVE;0.965001464
647735670;POSITIVE;0.999772966
647667853;POSITIVE;0.999674678
647569763;POSITIVE;0.998850822
647494425;POSITIVE;0.990565836429596}
647490301;POSITIVE;0.999286473
647484797;NEGATIVE;0.64308852
647465079;POSITIVE;0.999462068
647464939;NEGATIVE;0.997572958
647328225;NEGATIVE;0.998991668
647274482;POSITIVE;0.999500155
647135021;POSITIVE;0.999640584
647092615;POSITIVE;0.999073386
647071571;POSITIVE;0.964205801486969}
647038712;POSITIVE;0.990525305
647001327;POSITIVE;0.999819219
646913356;NEGATIVE;0.995956719
646901894;POSITIVE;0.99959796667099}]
646890539;NEGATIVE;0.917327106
646858337;POSITIVE;0.99233377
646759861;POSITIVE;0.999835014
646753240;NEGATIVE;0.999572814
646707544;POSITIVE;0.99610424
646701623;NEGATIVE;0.996652305
646552469;NEGATIVE;0.688142121
646499502;NEGATIVE;0.988636434
646476331;POSITIVE;0.905578375
646466731;NEGATIVE;0.768323839
646446513;NEGATIVE;0.989933908
646423425;POSITIVE;0.996712327003479}
646389071;NEGATIVE;0.982609272
646322909;POSITIVE;0.99076122
646243168;POSITIVE;0.974493206
646223504;POSITIVE;0.998966694
646219083;NEGATIVE;0.907690883
646216848;POSITIVE;0.997505009
646207587;POSITIVE;0.999740303
646128887;POSITIVE;0.998275161
646006193;POSITIVE;0.999770939
645867904;POSITIVE;0.994618654
645712423;POSITIVE;0.976701081
645656734;POSITIVE;0.998087227
645351564;POSITIVE;0.999323368
645320905;NEGATIVE;0.991066873
645245762;POSITIVE;0.986300707
645088792;POSITIVE;0.999136984
644888113;POSITIVE;0.875808001
644886121;POSITIVE;0.99937892
644757890;NEGATIVE;0.972808897
644753275;POSITIVE;0.997824311
644681559;POSITIVE;0.9583112
644673956;POSITIVE;0.996146679
644662728;POSITIVE;0.999736011
644646494;POSITIVE;0.999196351
644615085;NEGATIVE;0.924539626
644533706;POSITIVE;0.999818027
644515261;POSITIVE;0.99984467
644480787;POSITIVE;0.996381998
644435072;POSITIVE;0.998518527
644423763;POSITIVE;0.999239683
644391939;POSITIVE;0.999831557
644334601;POSITIVE;0.746869802
644234622;NEGATIVE;0.501097679
644207802;POSITIVE;0.999838829
644198402;POSITIVE;0.954891145
644141104;POSITIVE;0.995559573173523}
644117022;POSITIVE;0.99860543
643982268;POSITIVE;0.998191059
643940730;POSITIVE;0.999827862
643934456;NEGATIVE;0.603417099
643895752;POSITIVE;0.99927932
643881415;NEGATIVE;0.991721928
643665572;POSITIVE;0.996859908
643654267;POSITIVE;0.990176260471344}
643637259;POSITIVE;0.999671578
643624675;POSITIVE;0.999762237071991}
643475292;POSITIVE;0.99906224
643466960;POSITIVE;0.965010643
643428162;POSITIVE;0.998242259
643422295;NEGATIVE;0.996557653
643272932;POSITIVE;0.89727658
643162499;NEGATIVE;0.998509586
642957807;NEGATIVE;0.585324883
642829300;POSITIVE;0.999591768
642826840;POSITIVE;0.996664107
642784080;POSITIVE;0.94756335
642738471;POSITIVE;0.999643087387085}
642585839;POSITIVE;0.999350131
642556031;POSITIVE;0.997312307
642538330;NEGATIVE;0.997543215751648}
642534419;NEGATIVE;0.999678493
642511654;POSITIVE;0.993646383
642502799;POSITIVE;0.999771059
642344564;POSITIVE;0.828740895
642327741;NEGATIVE;0.949135542
642111285;POSITIVE;0.999810755
641999778;POSITIVE;0.99950110912323}]
641971317;POSITIVE;0.999785602
641953389;POSITIVE;0.999862432
641925696;POSITIVE;0.999265015
641894325;POSITIVE;0.993974626
641702414;NEGATIVE;0.990644336
641689804;NEGATIVE;0.953283846
641687100;POSITIVE;0.999809444
641678126;POSITIVE;0.999881625
641583766;POSITIVE;0.999524355
641504543;POSITIVE;0.999718249
641443147;POSITIVE;0.999619365
641438636;NEGATIVE;0.666452169418335}
641398372;POSITIVE;0.999835014
641371536;POSITIVE;0.998361051
641242774;NEGATIVE;0.998734891
641140654;POSITIVE;0.999850154
641111690;POSITIVE;0.994308889
641092318;NEGATIVE;0.990701556
640991784;POSITIVE;0.999604642
640946320;POSITIVE;0.998771607875824}
640917244;POSITIVE;0.999834418296814}
640854028;POSITIVE;0.99968946
640835372;POSITIVE;0.99982518
640833353;NEGATIVE;0.616606712
640787340;POSITIVE;0.999340713
640784882;POSITIVE;0.999672771
640758135;POSITIVE;0.998347759
640680060;POSITIVE;0.999816835
640609104;POSITIVE;0.996989965
640446960;POSITIVE;0.999848962
640308759;POSITIVE;0.999173701
640301169;NEGATIVE;0.649821997
640284771;POSITIVE;0.999637246131897}
640281862;POSITIVE;0.999812067
640088922;NEGATIVE;0.922990024
640065863;POSITIVE;0.998300731
639932146;POSITIVE;0.998938382
639822407;POSITIVE;0.999747097492218}
639816954;POSITIVE;0.999718726
639724380;POSITIVE;0.999844432
639703920;POSITIVE;0.999154806137085}
639675534;POSITIVE;0.998813748
639651854;POSITIVE;0.998390079
639591287;POSITIVE;0.996314943
639588094;POSITIVE;0.999486089
639544170;POSITIVE;0.983471334
639526309;POSITIVE;0.999073744
639493185;POSITIVE;0.999821961
639385882;POSITIVE;0.999741733
639377595;POSITIVE;0.996803403
639248372;POSITIVE;0.999398232
639176495;NEGATIVE;0.980174959
639119522;POSITIVE;0.999806225
639082709;POSITIVE;0.994298577
639080102;NEGATIVE;0.999076843
639048510;NEGATIVE;0.988935292
639041135;POSITIVE;0.999710858
639039779;POSITIVE;0.999322772026062}
639032959;POSITIVE;0.996906698
638867384;POSITIVE;0.999864817
638754324;NEGATIVE;0.907946527
638739579;POSITIVE;0.999282062
638701393;POSITIVE;0.999855995
638511615;NEGATIVE;0.999088287
638485655;POSITIVE;0.999288917
638479949;POSITIVE;0.998970151
638478152;POSITIVE;0.903281868
638438046;POSITIVE;0.998431623
638437626;NEGATIVE;0.995017231
638399078;POSITIVE;0.999651432
638229418;POSITIVE;0.639739871
638139255;POSITIVE;0.886711835861206}
637971019;NEGATIVE;0.998155653
637934986;NEGATIVE;0.998126566
637824402;POSITIVE;0.999010086
637801329;POSITIVE;0.699907005
637717411;POSITIVE;0.98433131
637646223;POSITIVE;0.999733508
637558796;POSITIVE;0.890947759
637537249;POSITIVE;0.999846458
637360774;POSITIVE;0.995852828
637328126;POSITIVE;0.997615099
637245098;POSITIVE;0.998467624
637237172;POSITIVE;0.999876976
637203765;NEGATIVE;0.996137679
637124175;POSITIVE;0.999431074
637121787;POSITIVE;0.999504685
637088934;NEGATIVE;0.905467629
637051404;NEGATIVE;0.993832707
637027244;POSITIVE;0.999856591
636984092;POSITIVE;0.999399543
636976244;POSITIVE;0.999669313
636961092;POSITIVE;0.962736905
636957064;POSITIVE;0.994472206
636956072;POSITIVE;0.996984303
636822111;POSITIVE;0.998487592
636802253;POSITIVE;0.999873757
636762728;POSITIVE;0.999558866
636751126;POSITIVE;0.985171676
636623334;NEGATIVE;0.987265348
636613334;POSITIVE;0.996995807
636594687;NEGATIVE;0.928157032
636521622;POSITIVE;0.998289406
636478172;POSITIVE;0.998364151
636242343;POSITIVE;0.999825895
636209289;NEGATIVE;0.981424689
635935092;NEGATIVE;0.996703207
635931790;POSITIVE;0.999799669
635930934;NEGATIVE;0.947085381
635601951;NEGATIVE;0.96807164
